Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2023-05-03,Salbutamol Inhaler,Respiratory,UK,559.73,26,245.39,Retail Pharmacy
2023-05-03,Omeprazole 20mg (28ct),Gastro,India,951.29,73,350.44,Hospital
2023-05-03,Amoxicillin 500mg (20ct),Antibiotics,India,526.99,42,252.73,Government Tender
2023-05-04,Loratadine 10mg (14ct),Allergy,Germany,247.89,24,78.6,Retail Pharmacy
2023-05-04,Multivitamin Complex,Supplements,Germany,339.61,25,132.45,Retail Pharmacy
2023-05-04,Salbutamol Inhaler,Respiratory,Japan,644.9,31,275.6,Government Tender
2023-05-04,Loratadine 10mg (14ct),Allergy,Brazil,176.46,21,73.41,Hospital
2023-05-04,Insulin Glargine Pen,Diabetes Care,Brazil,354.59,6,189.63,Hospital
2023-05-04,Ibuprofen 400mg (30ct),Pain Relief,Japan,234.99,39,81.8,Government Tender
2023-05-05,Multivitamin Complex,Supplements,Brazil,608.13,45,240.73,Hospital
2023-05-05,Insulin Glargine Pen,Diabetes Care,Germany,1329.68,19,565.66,Hospital
2023-05-05,Omeprazole 20mg (28ct),Gastro,Japan,371.01,33,165.03,Retail Pharmacy
2023-05-05,Loratadine 10mg (14ct),Allergy,USA,74.53,7,23.04,Retail Pharmacy
2023-05-05,Omeprazole 20mg (28ct),Gastro,Germany,168.72,15,69.89,Hospital
2023-05-05,Loratadine 10mg (14ct),Allergy,USA,230.39,25,86.24,Retail Pharmacy
2023-05-05,Salbutamol Inhaler,Respiratory,USA,368.74,15,138.25,Hospital
2023-05-05,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,222.66,13,98.17,Retail Pharmacy
2023-05-05,Amoxicillin 500mg (20ct),Antibiotics,USA,506.33,37,206.47,Retail Pharmacy
2023-05-05,Atorvastatin 20mg (30ct),Cardiovascular,Germany,277.97,14,105.25,Retail Pharmacy
2023-05-05,Omeprazole 20mg (28ct),Gastro,USA,282.23,25,117.23,Retail Pharmacy
2023-05-06,Loratadine 10mg (14ct),Allergy,India,411.43,43,141.66,Hospital
2023-05-06,Amoxicillin 500mg (20ct),Antibiotics,India,150.52,12,71.78,Government Tender
2023-05-06,Loratadine 10mg (14ct),Allergy,Japan,151.56,15,49.33,Retail Pharmacy
2023-05-06,Salbutamol Inhaler,Respiratory,USA,785.14,32,299.1,Government Tender
2023-05-06,Ibuprofen 400mg (30ct),Pain Relief,Japan,414.02,73,152.51,Hospital
2023-05-06,Ibuprofen 400mg (30ct),Pain Relief,Brazil,167.76,25,50.97,Retail Pharmacy
2023-05-06,Ibuprofen 400mg (30ct),Pain Relief,India,54.53,9,18.54,Government Tender
2023-05-06,Salbutamol Inhaler,Respiratory,Brazil,314.98,16,138.55,Retail Pharmacy
2023-05-07,Multivitamin Complex,Supplements,India,307.35,22,117.81,Hospital
2023-05-07,Amoxicillin 500mg (20ct),Antibiotics,UK,390.19,27,153.99,Government Tender
2023-05-07,Multivitamin Complex,Supplements,Germany,309.96,21,117.88,Hospital
2023-05-07,Ibuprofen 400mg (30ct),Pain Relief,Brazil,163.89,23,46.61,Retail Pharmacy
2023-05-07,Omeprazole 20mg (28ct),Gastro,UK,151.33,13,63.23,Retail Pharmacy
2023-05-08,Salbutamol Inhaler,Respiratory,Japan,161.31,8,71.43,Government Tender
2023-05-08,Ibuprofen 400mg (30ct),Pain Relief,Japan,303.91,47,103.27,Retail Pharmacy
2023-05-08,Multivitamin Complex,Supplements,Brazil,313.15,24,135.97,Hospital
2023-05-08,Multivitamin Complex,Supplements,Germany,198.73,15,79.25,Government Tender
2023-05-08,Salbutamol Inhaler,Respiratory,USA,460.41,21,190.69,Retail Pharmacy
2023-05-08,Ibuprofen 400mg (30ct),Pain Relief,UK,157.58,23,46.89,Government Tender
2023-05-09,Atorvastatin 20mg (30ct),Cardiovascular,USA,491.36,28,211.11,Government Tender
2023-05-09,Omeprazole 20mg (28ct),Gastro,India,298.63,22,112.19,Hospital
2023-05-09,Atorvastatin 20mg (30ct),Cardiovascular,India,97.91,6,44.26,Hospital
2023-05-09,Insulin Glargine Pen,Diabetes Care,Germany,4679.13,68,2004.51,Hospital
2023-05-10,Loratadine 10mg (14ct),Allergy,USA,291.56,32,112.13,Retail Pharmacy
2023-05-10,Atorvastatin 20mg (30ct),Cardiovascular,UK,605.24,36,259.93,Hospital
2023-05-10,Salbutamol Inhaler,Respiratory,Japan,748.01,39,360.7,Retail Pharmacy
2023-05-10,Amoxicillin 500mg (20ct),Antibiotics,UK,245.47,16,92.27,Hospital
2023-05-10,Atorvastatin 20mg (30ct),Cardiovascular,Japan,525.0,32,239.76,Hospital
2023-05-10,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,956.34,47,353.75,Hospital
2023-05-10,Salbutamol Inhaler,Respiratory,Japan,426.16,22,203.93,Government Tender
2023-05-10,Loratadine 10mg (14ct),Allergy,Germany,67.12,8,27.36,Government Tender
2023-05-10,Insulin Glargine Pen,Diabetes Care,Japan,4471.5,65,1986.63,Retail Pharmacy
2023-05-10,Ibuprofen 400mg (30ct),Pain Relief,India,79.35,14,30.12,Hospital
2023-05-11,Amoxicillin 500mg (20ct),Antibiotics,Brazil,368.26,29,164.78,Government Tender
2023-05-11,Ibuprofen 400mg (30ct),Pain Relief,Brazil,56.54,8,16.1,Retail Pharmacy
2023-05-11,Loratadine 10mg (14ct),Allergy,USA,176.34,19,64.64,Hospital
2023-05-11,Ibuprofen 400mg (30ct),Pain Relief,Germany,35.65,5,10.16,Retail Pharmacy
2023-05-12,Ibuprofen 400mg (30ct),Pain Relief,Germany,111.69,19,39.37,Hospital
2023-05-12,Insulin Glargine Pen,Diabetes Care,Brazil,494.19,7,225.64,Retail Pharmacy
2023-05-12,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,529.05,27,189.45,Government Tender
2023-05-12,Multivitamin Complex,Supplements,Germany,475.01,35,189.43,Hospital
2023-05-12,Amoxicillin 500mg (20ct),Antibiotics,India,42.34,3,18.22,Government Tender
2023-05-12,Ibuprofen 400mg (30ct),Pain Relief,Japan,113.25,20,43.09,Government Tender
2023-05-12,Salbutamol Inhaler,Respiratory,UK,301.18,13,120.97,Hospital
2023-05-12,Amoxicillin 500mg (20ct),Antibiotics,UK,211.91,14,84.53,Government Tender
2023-05-12,Loratadine 10mg (14ct),Allergy,USA,405.41,44,145.04,Retail Pharmacy
2023-05-12,Ibuprofen 400mg (30ct),Pain Relief,Germany,121.27,20,42.51,Retail Pharmacy
2023-05-12,Insulin Glargine Pen,Diabetes Care,India,872.94,15,482.04,Retail Pharmacy
2023-05-13,Loratadine 10mg (14ct),Allergy,Japan,237.57,25,86.82,Retail Pharmacy
2023-05-13,Loratadine 10mg (14ct),Allergy,Germany,401.03,38,133.14,Government Tender
2023-05-13,Salbutamol Inhaler,Respiratory,Germany,357.61,18,159.92,Retail Pharmacy
2023-05-13,Insulin Glargine Pen,Diabetes Care,Japan,2381.1,38,1218.27,Hospital
2023-05-13,Insulin Glargine Pen,Diabetes Care,Brazil,1446.41,22,654.05,Government Tender
2023-05-13,Omeprazole 20mg (28ct),Gastro,UK,227.02,19,92.62,Government Tender
2023-05-13,Ibuprofen 400mg (30ct),Pain Relief,Brazil,323.88,50,109.97,Hospital
2023-05-13,Salbutamol Inhaler,Respiratory,USA,954.49,43,387.57,Retail Pharmacy
2023-05-13,Omeprazole 20mg (28ct),Gastro,UK,144.83,12,60.38,Retail Pharmacy
2023-05-13,Insulin Glargine Pen,Diabetes Care,Brazil,1415.82,22,709.85,Retail Pharmacy
2023-05-13,Amoxicillin 500mg (20ct),Antibiotics,Japan,224.76,15,84.51,Hospital
2023-05-13,Loratadine 10mg (14ct),Allergy,Brazil,195.84,20,69.96,Hospital
2023-05-13,Loratadine 10mg (14ct),Allergy,USA,157.08,16,57.09,Government Tender
2023-05-14,Omeprazole 20mg (28ct),Gastro,Brazil,582.26,52,262.0,Hospital
2023-05-14,Omeprazole 20mg (28ct),Gastro,Japan,145.55,12,59.02,Government Tender
2023-05-14,Omeprazole 20mg (28ct),Gastro,UK,509.23,39,193.28,Government Tender
2023-05-14,Amoxicillin 500mg (20ct),Antibiotics,USA,426.95,34,196.85,Hospital
2023-05-14,Amoxicillin 500mg (20ct),Antibiotics,USA,114.91,9,50.7,Retail Pharmacy
2023-05-14,Omeprazole 20mg (28ct),Gastro,Germany,86.06,8,38.56,Government Tender
2023-05-15,Salbutamol Inhaler,Respiratory,Japan,740.76,37,347.89,Government Tender
2023-05-15,Insulin Glargine Pen,Diabetes Care,USA,1373.14,19,571.17,Retail Pharmacy
2023-05-15,Amoxicillin 500mg (20ct),Antibiotics,Germany,188.94,15,88.89,Hospital
2023-05-15,Multivitamin Complex,Supplements,Germany,520.42,36,202.46,Hospital
2023-05-15,Salbutamol Inhaler,Respiratory,Brazil,199.26,10,92.47,Government Tender
2023-05-15,Multivitamin Complex,Supplements,USA,95.81,6,32.9,Government Tender
2023-05-15,Salbutamol Inhaler,Respiratory,Germany,187.69,9,84.59,Retail Pharmacy
2023-05-15,Omeprazole 20mg (28ct),Gastro,USA,219.39,17,85.24,Government Tender
2023-05-16,Ibuprofen 400mg (30ct),Pain Relief,India,274.2,43,93.69,Retail Pharmacy
2023-05-16,Insulin Glargine Pen,Diabetes Care,India,1374.71,22,651.17,Hospital
2023-05-16,Amoxicillin 500mg (20ct),Antibiotics,India,435.9,33,186.26,Government Tender
2023-05-17,Atorvastatin 20mg (30ct),Cardiovascular,Japan,259.4,16,120.5,Retail Pharmacy
2023-05-17,Multivitamin Complex,Supplements,UK,136.59,9,48.12,Hospital
2023-05-17,Omeprazole 20mg (28ct),Gastro,UK,217.69,20,102.8,Hospital
2023-05-17,Atorvastatin 20mg (30ct),Cardiovascular,Japan,535.13,29,206.87,Hospital
2023-05-17,Omeprazole 20mg (28ct),Gastro,USA,364.23,33,159.83,Government Tender
2023-05-17,Loratadine 10mg (14ct),Allergy,India,177.7,18,63.33,Hospital
2023-05-17,Omeprazole 20mg (28ct),Gastro,UK,194.01,16,80.45,Hospital
2023-05-17,Atorvastatin 20mg (30ct),Cardiovascular,UK,135.91,7,48.97,Government Tender
2023-05-17,Loratadine 10mg (14ct),Allergy,Japan,350.0,38,135.46,Government Tender
2023-05-17,Amoxicillin 500mg (20ct),Antibiotics,USA,718.55,47,285.37,Government Tender
2023-05-17,Loratadine 10mg (14ct),Allergy,Brazil,237.28,23,77.07,Hospital
2023-05-17,Omeprazole 20mg (28ct),Gastro,Brazil,97.17,9,43.2,Hospital
2023-05-17,Amoxicillin 500mg (20ct),Antibiotics,USA,339.57,26,149.0,Hospital
2023-05-17,Omeprazole 20mg (28ct),Gastro,Brazil,363.09,29,141.0,Government Tender
2023-05-18,Multivitamin Complex,Supplements,Brazil,670.73,49,262.38,Hospital
2023-05-18,Amoxicillin 500mg (20ct),Antibiotics,USA,155.65,10,59.08,Hospital
2023-05-18,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,639.08,34,250.07,Retail Pharmacy
2023-05-18,Amoxicillin 500mg (20ct),Antibiotics,UK,61.92,4,23.25,Retail Pharmacy
2023-05-18,Ibuprofen 400mg (30ct),Pain Relief,USA,84.2,12,25.72,Government Tender
2023-05-18,Amoxicillin 500mg (20ct),Antibiotics,Japan,286.77,22,133.78,Government Tender
2023-05-18,Salbutamol Inhaler,Respiratory,USA,364.16,16,144.55,Government Tender
2023-05-18,Multivitamin Complex,Supplements,Brazil,196.36,14,74.78,Hospital
2023-05-18,Amoxicillin 500mg (20ct),Antibiotics,Brazil,232.71,16,97.05,Hospital
2023-05-18,Ibuprofen 400mg (30ct),Pain Relief,UK,73.93,13,27.42,Hospital
2023-05-18,Amoxicillin 500mg (20ct),Antibiotics,Japan,313.56,25,146.1,Retail Pharmacy
2023-05-18,Loratadine 10mg (14ct),Allergy,India,94.88,9,29.38,Government Tender
2023-05-18,Omeprazole 20mg (28ct),Gastro,USA,303.92,28,137.54,Retail Pharmacy
2023-05-18,Ibuprofen 400mg (30ct),Pain Relief,UK,308.38,44,95.27,Retail Pharmacy
2023-05-19,Salbutamol Inhaler,Respiratory,Japan,801.97,34,309.64,Retail Pharmacy
2023-05-19,Insulin Glargine Pen,Diabetes Care,India,1391.07,23,711.06,Retail Pharmacy
2023-05-19,Omeprazole 20mg (28ct),Gastro,USA,519.33,38,191.16,Retail Pharmacy
2023-05-19,Salbutamol Inhaler,Respiratory,India,268.29,14,125.32,Government Tender
2023-05-19,Insulin Glargine Pen,Diabetes Care,Brazil,2079.95,33,1014.76,Government Tender
2023-05-19,Ibuprofen 400mg (30ct),Pain Relief,India,299.52,44,96.56,Retail Pharmacy
2023-05-19,Insulin Glargine Pen,Diabetes Care,USA,61.43,1,31.48,Retail Pharmacy
2023-05-19,Amoxicillin 500mg (20ct),Antibiotics,Japan,67.13,5,28.02,Retail Pharmacy
2023-05-19,Loratadine 10mg (14ct),Allergy,Japan,361.74,36,127.44,Government Tender
2023-05-19,Multivitamin Complex,Supplements,USA,227.14,15,78.83,Retail Pharmacy
2023-05-19,Multivitamin Complex,Supplements,India,367.69,23,132.6,Retail Pharmacy
2023-05-19,Atorvastatin 20mg (30ct),Cardiovascular,India,276.57,14,104.19,Retail Pharmacy
2023-05-19,Insulin Glargine Pen,Diabetes Care,Brazil,628.4,9,285.22,Government Tender
2023-05-20,Ibuprofen 400mg (30ct),Pain Relief,Brazil,63.64,11,24.07,Retail Pharmacy
2023-05-20,Omeprazole 20mg (28ct),Gastro,Japan,232.05,21,102.62,Government Tender
2023-05-20,Insulin Glargine Pen,Diabetes Care,Germany,238.56,4,122.22,Retail Pharmacy
2023-05-20,Loratadine 10mg (14ct),Allergy,Germany,153.17,18,63.45,Retail Pharmacy
2023-05-20,Loratadine 10mg (14ct),Allergy,Germany,247.81,23,76.65,Retail Pharmacy
2023-05-21,Omeprazole 20mg (28ct),Gastro,USA,204.07,16,79.64,Hospital
2023-05-21,Omeprazole 20mg (28ct),Gastro,Japan,102.08,8,40.63,Government Tender
2023-05-21,Atorvastatin 20mg (30ct),Cardiovascular,Germany,440.95,27,191.44,Retail Pharmacy
2023-05-21,Loratadine 10mg (14ct),Allergy,UK,130.6,13,42.94,Retail Pharmacy
2023-05-21,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,267.36,15,110.51,Government Tender
2023-05-21,Insulin Glargine Pen,Diabetes Care,Japan,1926.43,29,881.22,Government Tender
2023-05-21,Salbutamol Inhaler,Respiratory,USA,288.06,15,141.93,Government Tender
2023-05-21,Insulin Glargine Pen,Diabetes Care,Germany,978.08,14,425.85,Retail Pharmacy
2023-05-21,Multivitamin Complex,Supplements,Brazil,444.26,31,162.48,Government Tender
2023-05-21,Loratadine 10mg (14ct),Allergy,India,95.49,10,34.99,Hospital
2023-05-21,Omeprazole 20mg (28ct),Gastro,UK,140.32,13,65.09,Retail Pharmacy
2023-05-21,Salbutamol Inhaler,Respiratory,USA,560.25,29,274.25,Hospital
2023-05-21,Salbutamol Inhaler,Respiratory,India,394.56,20,175.64,Government Tender
2023-05-21,Insulin Glargine Pen,Diabetes Care,India,705.12,10,302.51,Hospital
2023-05-21,Omeprazole 20mg (28ct),Gastro,USA,243.04,21,107.92,Government Tender
2023-05-21,Omeprazole 20mg (28ct),Gastro,USA,155.52,12,59.08,Hospital
2023-05-22,Insulin Glargine Pen,Diabetes Care,India,1970.4,27,798.77,Retail Pharmacy
2023-05-22,Multivitamin Complex,Supplements,Germany,643.53,42,223.27,Government Tender
2023-05-22,Ibuprofen 400mg (30ct),Pain Relief,USA,346.07,61,129.39,Hospital
2023-05-22,Amoxicillin 500mg (20ct),Antibiotics,Japan,368.13,25,138.36,Retail Pharmacy
2023-05-22,Multivitamin Complex,Supplements,Japan,645.39,47,255.54,Retail Pharmacy
2023-05-22,Amoxicillin 500mg (20ct),Antibiotics,Germany,163.24,13,75.02,Hospital
2023-05-22,Insulin Glargine Pen,Diabetes Care,UK,1253.03,21,649.86,Retail Pharmacy
2023-05-22,Loratadine 10mg (14ct),Allergy,India,162.69,17,59.55,Government Tender
2023-05-22,Insulin Glargine Pen,Diabetes Care,UK,987.73,15,446.64,Hospital
2023-05-22,Amoxicillin 500mg (20ct),Antibiotics,Brazil,592.27,43,238.53,Retail Pharmacy
2023-05-22,Ibuprofen 400mg (30ct),Pain Relief,USA,215.46,36,72.86,Government Tender
2023-05-23,Omeprazole 20mg (28ct),Gastro,India,417.92,39,189.18,Government Tender
2023-05-23,Salbutamol Inhaler,Respiratory,USA,364.57,17,150.67,Hospital
2023-05-23,Insulin Glargine Pen,Diabetes Care,India,2401.57,34,1047.77,Retail Pharmacy
2023-05-23,Loratadine 10mg (14ct),Allergy,USA,66.5,7,24.29,Retail Pharmacy
2023-05-23,Salbutamol Inhaler,Respiratory,India,315.52,15,142.3,Retail Pharmacy
2023-05-23,Loratadine 10mg (14ct),Allergy,Brazil,575.39,61,210.2,Retail Pharmacy
2023-05-23,Ibuprofen 400mg (30ct),Pain Relief,India,147.85,24,50.96,Government Tender
2023-05-23,Ibuprofen 400mg (30ct),Pain Relief,USA,195.95,29,62.2,Retail Pharmacy
2023-05-24,Multivitamin Complex,Supplements,UK,713.93,44,252.16,Retail Pharmacy
2023-05-24,Insulin Glargine Pen,Diabetes Care,India,263.88,4,126.06,Government Tender
2023-05-24,Salbutamol Inhaler,Respiratory,India,119.71,5,45.75,Government Tender
2023-05-24,Insulin Glargine Pen,Diabetes Care,USA,2041.18,32,1032.46,Hospital
2023-05-24,Amoxicillin 500mg (20ct),Antibiotics,Brazil,249.64,19,108.79,Retail Pharmacy
2023-05-24,Ibuprofen 400mg (30ct),Pain Relief,USA,50.13,9,19.46,Government Tender
2023-05-24,Amoxicillin 500mg (20ct),Antibiotics,UK,131.77,9,50.43,Government Tender
2023-05-24,Ibuprofen 400mg (30ct),Pain Relief,Japan,176.18,26,53.81,Hospital
2023-05-24,Loratadine 10mg (14ct),Allergy,Japan,157.37,16,53.75,Government Tender
2023-05-24,Multivitamin Complex,Supplements,UK,224.02,15,79.18,Retail Pharmacy
2023-05-24,Salbutamol Inhaler,Respiratory,India,245.47,12,110.61,Retail Pharmacy
2023-05-24,Insulin Glargine Pen,Diabetes Care,Germany,2032.4,31,968.35,Government Tender
2023-05-24,Loratadine 10mg (14ct),Allergy,Germany,103.53,12,39.01,Retail Pharmacy
2023-05-24,Insulin Glargine Pen,Diabetes Care,Brazil,555.91,8,255.47,Government Tender
2023-05-24,Salbutamol Inhaler,Respiratory,Japan,498.99,22,209.16,Retail Pharmacy
2023-05-24,Amoxicillin 500mg (20ct),Antibiotics,India,226.86,15,90.49,Hospital
2023-05-24,Amoxicillin 500mg (20ct),Antibiotics,Japan,137.67,10,56.69,Retail Pharmacy
2023-05-24,Atorvastatin 20mg (30ct),Cardiovascular,India,328.39,20,148.95,Retail Pharmacy
2023-05-25,Atorvastatin 20mg (30ct),Cardiovascular,India,39.62,2,15.08,Government Tender
2023-05-25,Omeprazole 20mg (28ct),Gastro,USA,606.14,49,228.55,Hospital
2023-05-25,Insulin Glargine Pen,Diabetes Care,Japan,988.83,14,420.11,Government Tender
2023-05-25,Salbutamol Inhaler,Respiratory,Japan,125.49,6,56.85,Retail Pharmacy
2023-05-26,Omeprazole 20mg (28ct),Gastro,Japan,221.96,17,83.35,Retail Pharmacy
2023-05-26,Amoxicillin 500mg (20ct),Antibiotics,Brazil,135.7,10,55.73,Hospital
2023-05-26,Omeprazole 20mg (28ct),Gastro,Brazil,154.12,12,60.03,Retail Pharmacy
2023-05-26,Insulin Glargine Pen,Diabetes Care,India,1287.78,18,555.93,Hospital
2023-05-26,Omeprazole 20mg (28ct),Gastro,Germany,301.2,27,135.14,Hospital
2023-05-26,Insulin Glargine Pen,Diabetes Care,UK,1108.58,15,444.68,Hospital
2023-05-26,Amoxicillin 500mg (20ct),Antibiotics,India,691.37,48,285.28,Hospital
2023-05-26,Atorvastatin 20mg (30ct),Cardiovascular,Japan,751.94,39,280.73,Hospital
2023-05-27,Multivitamin Complex,Supplements,India,113.51,7,37.83,Retail Pharmacy
2023-05-27,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,431.23,21,144.3,Government Tender
2023-05-27,Insulin Glargine Pen,Diabetes Care,Germany,1714.72,24,735.31,Retail Pharmacy
2023-05-27,Salbutamol Inhaler,Respiratory,Japan,342.66,16,141.31,Retail Pharmacy
2023-05-27,Ibuprofen 400mg (30ct),Pain Relief,USA,86.01,13,27.04,Hospital
2023-05-27,Atorvastatin 20mg (30ct),Cardiovascular,Germany,939.67,46,319.45,Government Tender
2023-05-27,Ibuprofen 400mg (30ct),Pain Relief,Japan,80.96,12,24.07,Government Tender
2023-05-27,Amoxicillin 500mg (20ct),Antibiotics,USA,26.21,2,11.05,Government Tender
2023-05-27,Atorvastatin 20mg (30ct),Cardiovascular,USA,219.19,11,81.3,Hospital
2023-05-28,Salbutamol Inhaler,Respiratory,India,538.22,23,214.17,Government Tender
2023-05-28,Multivitamin Complex,Supplements,Germany,196.04,12,66.57,Government Tender
2023-05-28,Loratadine 10mg (14ct),Allergy,UK,470.09,47,164.52,Government Tender
2023-05-28,Ibuprofen 400mg (30ct),Pain Relief,USA,163.51,27,56.25,Hospital
2023-05-28,Amoxicillin 500mg (20ct),Antibiotics,India,348.9,25,145.9,Government Tender
2023-05-28,Atorvastatin 20mg (30ct),Cardiovascular,India,229.24,14,100.42,Hospital
2023-05-28,Omeprazole 20mg (28ct),Gastro,Japan,243.81,19,94.62,Government Tender
2023-05-28,Omeprazole 20mg (28ct),Gastro,Japan,391.61,32,153.06,Retail Pharmacy
2023-05-28,Ibuprofen 400mg (30ct),Pain Relief,UK,72.43,12,24.22,Government Tender
2023-05-28,Atorvastatin 20mg (30ct),Cardiovascular,UK,541.88,30,213.62,Retail Pharmacy
2023-05-28,Atorvastatin 20mg (30ct),Cardiovascular,USA,345.64,19,134.04,Retail Pharmacy
2023-05-29,Salbutamol Inhaler,Respiratory,Japan,630.1,32,280.44,Government Tender
2023-05-29,Loratadine 10mg (14ct),Allergy,UK,296.5,34,117.09,Government Tender
2023-05-29,Ibuprofen 400mg (30ct),Pain Relief,Germany,99.78,17,37.43,Hospital
2023-05-29,Loratadine 10mg (14ct),Allergy,Germany,902.17,94,315.54,Retail Pharmacy
2023-05-29,Atorvastatin 20mg (30ct),Cardiovascular,UK,404.86,24,170.35,Government Tender
2023-05-29,Atorvastatin 20mg (30ct),Cardiovascular,Brazil,141.1,8,55.79,Hospital
2023-05-29,Atorvastatin 20mg (30ct),Cardiovascular,Japan,602.75,37,265.94,Hospital
2023-05-29,Amoxicillin 500mg (20ct),Antibiotics,India,295.63,19,113.12,Retail Pharmacy
2023-05-30,Ibuprofen 400mg (30ct),Pain Relief,Brazil,51.79,9,19.3,Government Tender
2023-05-30,Insulin Glargine Pen,Diabetes Care,Japan,1186.19,19,566.06,Government Tender
2023-05-30,Salbutamol Inhaler,Respiratory,Japan,289.67,12,106.33,Retail Pharmacy
2023-05-30,Atorvastatin 20mg (30ct),Cardiovascular,Japan,249.19,14,97.31,Hospital
2023-05-30,Salbutamol Inhaler,Respiratory,Brazil,451.71,22,190.87,Retail Pharmacy
2023-05-30,Atorvastatin 20mg (30ct),Cardiovascular,India,404.42,25,183.05,Retail Pharmacy
2023-05-30,Ibuprofen 400mg (30ct),Pain Relief,UK,141.85,20,43.86,Government Tender
2023-05-30,Omeprazole 20mg (28ct),Gastro,Germany,533.75,43,201.88,Retail Pharmacy
2023-05-30,Atorvastatin 20mg (30ct),Cardiovascular,USA,247.21,13,91.39,Hospital
2023-05-30,Insulin Glargine Pen,Diabetes Care,USA,2783.2,44,1387.14,Government Tender
2023-05-30,Amoxicillin 500mg (20ct),Antibiotics,USA,339.02,27,160.54,Hospital
2023-05-30,Atorvastatin 20mg (30ct),Cardiovascular,Japan,603.95,30,205.88,Hospital
2023-05-30,Ibuprofen 400mg (30ct),Pain Relief,Japan,138.39,25,54.48,Retail Pharmacy
2023-05-30,Salbutamol Inhaler,Respiratory,USA,1002.26,42,395.41,Retail Pharmacy
2023-05-30,Omeprazole 20mg (28ct),Gastro,Japan,148.84,11,55.41,Hospital
2023-05-31,Multivitamin Complex,Supplements,UK,422.91,33,178.26,Retail Pharmacy
2023-05-31,Atorvastatin 20mg (30ct),Cardiovascular,USA,589.02,31,230.86,Government Tender
2023-05-31,Amoxicillin 500mg (20ct),Antibiotics,UK,159.28,11,62.22,Hospital
2023-05-31,Amoxicillin 500mg (20ct),Antibiotics,Brazil,340.17,24,144.59,Hospital
2023-05-31,Omeprazole 20mg (28ct),Gastro,India,385.95,35,170.86,Retail Pharmacy
2023-05-31,Insulin Glargine Pen,Diabetes Care,Germany,1977.35,30,947.48,Hospital
2023-05-31,Salbutamol Inhaler,Respiratory,USA,534.65,25,234.21,Government Tender
2023-05-31,Ibuprofen 400mg (30ct),Pain Relief,Japan,112.63,16,33.68,Government Tender
2023-05-31,Multivitamin Complex,Supplements,USA,116.48,9,48.84,Retail Pharmacy
2023-06-01,Atorvastatin 20mg (30ct),Cardiovascular,Germany,288.59,14,98.84,Retail Pharmacy
2023-06-01,Atorvastatin 20mg (30ct),Cardiovascular,Japan,735.67,39,274.04,Government Tender
2023-06-01,Salbutamol Inhaler,Respiratory,UK,623.65,31,292.07,Retail Pharmacy
2023-06-01,Ibuprofen 400mg (30ct),Pain Relief,India,94.94,14,30.31,Retail Pharmacy
2023-06-01,Loratadine 10mg (14ct),Allergy,Germany,114.76,12,39.32,Retail Pharmacy
2023-06-01,Salbutamol Inhaler,Respiratory,Germany,299.17,14,122.06,Government Tender
2023-06-01,Atorvastatin 20mg (30ct),Cardiovascular,Japan,759.62,39,269.3,Retail Pharmacy
2023-06-01,Loratadine 10mg (14ct),Allergy,India,100.38,11,38.97,Hospital
2023-06-01,Insulin Glargine Pen,Diabetes Care,Germany,2395.85,36,1146.69,Government Tender
2023-06-02,Omeprazole 20mg (28ct),Gastro,Germany,395.49,31,145.6,Retail Pharmacy
2023-06-02,Salbutamol Inhaler,Respiratory,India,759.77,37,339.56,Government Tender
2023-06-02,Loratadine 10mg (14ct),Allergy,USA,170.08,19,61.53,Retail Pharmacy
2023-06-02,Salbutamol Inhaler,Respiratory,Japan,531.27,24,213.35,Retail Pharmacy
2023-06-02,Loratadine 10mg (14ct),Allergy,Japan,222.06,22,73.96,Hospital
2023-06-02,Insulin Glargine Pen,Diabetes Care,UK,1002.92,17,504.09,Hospital
2023-06-02,Amoxicillin 500mg (20ct),Antibiotics,USA,325.58,23,129.99,Hospital
2023-06-03,Multivitamin Complex,Supplements,USA,354.55,25,131.21,Retail Pharmacy
2023-06-03,Multivitamin Complex,Supplements,Germany,427.94,32,175.11,Retail Pharmacy
2023-06-03,Multivitamin Complex,Supplements,UK,584.02,42,242.15,Retail Pharmacy
2023-06-03,Salbutamol Inhaler,Respiratory,India,839.54,39,346.27,Hospital
2023-06-03,Loratadine 10mg (14ct),Allergy,Brazil,257.33,30,99.23,Hospital
2023-06-03,Omeprazole 20mg (28ct),Gastro,Germany,631.16,46,231.07,Hospital
2023-06-03,Ibuprofen 400mg (30ct),Pain Relief,USA,122.75,18,39.07,Retail Pharmacy
2023-06-03,Amoxicillin 500mg (20ct),Antibiotics,USA,514.31,37,223.47,Government Tender
2023-06-03,Multivitamin Complex,Supplements,Brazil,95.03,7,38.3,Government Tender
2023-06-03,Loratadine 10mg (14ct),Allergy,India,266.5,29,94.39,Retail Pharmacy
2023-06-04,Salbutamol Inhaler,Respiratory,Brazil,217.26,10,91.97,Retail Pharmacy
2023-06-04,Ibuprofen 400mg (30ct),Pain Relief,Brazil,190.58,29,61.73,Hospital
