Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2023-03-26,Running Shoes Pro,Footwear,Germany,831.89,9,390.09,In-Store
2023-03-26,Denim Jacket,Apparel,Netherlands,3162.18,39,1830.16,Online
2023-03-26,Cotton T-Shirt,Apparel,Germany,374.48,18,140.39,In-Store
2023-03-26,Cotton T-Shirt,Apparel,Germany,141.75,6,49.02,Online
2023-03-26,Trail Sneakers,Footwear,Germany,1253.03,19,685.12,In-Store
2023-03-26,Wireless Earbuds,Electronics,Italy,6307.92,54,3341.5,In-Store
2023-03-26,Smartwatch Lite,Electronics,France,5547.76,36,2594.73,In-Store
2023-03-27,Adjustable Dumbbells,Fitness,France,2680.26,12,1316.97,Wholesale
2023-03-27,Yoga Mat,Fitness,Portugal,949.66,26,370.23,Online
2023-03-27,Wireless Earbuds,Electronics,Italy,2710.28,21,1234.77,Online
2023-03-27,Smartwatch Lite,Electronics,Portugal,3640.38,22,1695.01,Online
2023-03-27,Trail Sneakers,Footwear,Italy,342.11,5,180.7,Wholesale
2023-03-27,Denim Jacket,Apparel,France,498.27,6,298.51,Wholesale
2023-03-27,Cotton T-Shirt,Apparel,France,296.67,14,113.25,Online
2023-03-28,Smartwatch Lite,Electronics,Italy,6285.09,46,3481.1,In-Store
2023-03-28,Smartwatch Lite,Electronics,Germany,3801.97,22,1644.72,Wholesale
2023-03-28,Yoga Mat,Fitness,Portugal,630.56,17,248.11,Online
2023-03-28,Denim Jacket,Apparel,Spain,2837.69,28,1290.12,Online
2023-03-28,Denim Jacket,Apparel,France,2493.57,28,1281.86,In-Store
2023-03-28,Wireless Earbuds,Electronics,France,7475.27,67,3845.82,Wholesale
2023-03-28,Wireless Earbuds,Electronics,France,3393.38,25,1479.2,Wholesale
2023-03-28,Adjustable Dumbbells,Fitness,Italy,5824.66,29,3081.96,Online
2023-03-28,Denim Jacket,Apparel,Germany,2122.26,24,1162.1,Wholesale
2023-03-29,Smartwatch Lite,Electronics,Netherlands,3615.54,21,1594.14,Online
2023-03-29,Wireless Earbuds,Electronics,Italy,1844.72,16,930.12,Online
2023-03-29,Cotton T-Shirt,Apparel,Germany,197.7,9,69.45,In-Store
2023-03-29,Running Shoes Pro,Footwear,Spain,552.27,7,298.14,In-Store
2023-03-29,Denim Jacket,Apparel,Netherlands,788.35,9,434.16,In-Store
2023-03-29,Cotton T-Shirt,Apparel,Portugal,396.3,21,160.07,Wholesale
2023-03-29,Running Shoes Pro,Footwear,Netherlands,2253.06,25,1025.4,In-Store
2023-03-29,Yoga Mat,Fitness,Italy,93.27,3,40.18,Online
2023-03-29,Yoga Mat,Fitness,Italy,552.95,16,226.3,Wholesale
2023-03-29,Yoga Mat,Fitness,Italy,647.5,17,226.58,Wholesale
2023-03-29,Trail Sneakers,Footwear,Netherlands,1628.77,23,813.93,Online
2023-03-30,Running Shoes Pro,Footwear,Italy,1051.62,12,490.71,Online
2023-03-30,Denim Jacket,Apparel,Italy,1425.99,14,700.55,Online
2023-03-30,Wireless Earbuds,Electronics,Netherlands,1828.92,13,790.57,In-Store
2023-03-30,Denim Jacket,Apparel,Germany,2507.9,27,1351.6,Online
2023-03-31,Cotton T-Shirt,Apparel,Portugal,624.08,26,210.04,In-Store
2023-03-31,Denim Jacket,Apparel,France,2124.11,23,1112.0,Wholesale
2023-03-31,Adjustable Dumbbells,Fitness,Italy,3689.3,19,2145.01,Online
2023-03-31,Smartwatch Lite,Electronics,France,1436.63,9,702.36,Online
2023-03-31,Denim Jacket,Apparel,Netherlands,2602.01,32,1584.88,Wholesale
2023-04-01,Yoga Mat,Fitness,Germany,272.23,9,131.24,Online
2023-04-01,Running Shoes Pro,Footwear,France,1561.25,16,669.65,Online
2023-04-01,Cotton T-Shirt,Apparel,Netherlands,468.94,25,199.67,Wholesale
2023-04-01,Trail Sneakers,Footwear,Italy,1609.48,22,748.06,In-Store
2023-04-02,Denim Jacket,Apparel,Portugal,3593.73,37,1830.2,In-Store
2023-04-02,Trail Sneakers,Footwear,Germany,1915.38,29,999.94,In-Store
2023-04-02,Denim Jacket,Apparel,Spain,5818.9,56,2647.23,Wholesale
2023-04-02,Cotton T-Shirt,Apparel,Spain,493.62,22,175.58,In-Store
2023-04-02,Cotton T-Shirt,Apparel,France,339.15,17,140.52,Online
2023-04-02,Yoga Mat,Fitness,Netherlands,322.7,10,134.63,Online
2023-04-02,Yoga Mat,Fitness,Portugal,1069.72,30,413.11,Wholesale
2023-04-03,Wireless Earbuds,Electronics,Germany,4216.56,35,2093.01,Wholesale
2023-04-03,Running Shoes Pro,Footwear,Germany,3326.41,35,1446.12,In-Store
2023-04-03,Wireless Earbuds,Electronics,France,5036.41,39,2340.4,In-Store
2023-04-03,Trail Sneakers,Footwear,Portugal,650.56,9,330.49,Online
2023-04-03,Smartwatch Lite,Electronics,Germany,2538.34,17,1242.71,Wholesale
2023-04-03,Yoga Mat,Fitness,Spain,739.08,21,287.76,Online
2023-04-03,Cotton T-Shirt,Apparel,Portugal,417.53,21,167.34,Online
2023-04-03,Wireless Earbuds,Electronics,Portugal,1529.81,13,809.74,Online
2023-04-03,Denim Jacket,Apparel,Spain,1212.62,15,739.24,Wholesale
2023-04-03,Trail Sneakers,Footwear,Netherlands,1435.38,20,673.92,In-Store
2023-04-03,Trail Sneakers,Footwear,France,1032.86,14,479.08,Online
2023-04-03,Adjustable Dumbbells,Fitness,Portugal,6024.68,29,3182.62,Wholesale
2023-04-03,Cotton T-Shirt,Apparel,France,326.49,14,106.7,In-Store
2023-04-03,Wireless Earbuds,Electronics,France,10308.04,79,4580.03,Online
2023-04-04,Trail Sneakers,Footwear,Netherlands,968.26,13,446.76,Wholesale
2023-04-04,Denim Jacket,Apparel,Germany,4722.63,48,2280.29,Wholesale
2023-04-04,Adjustable Dumbbells,Fitness,Netherlands,1102.86,6,669.13,Online
2023-04-04,Running Shoes Pro,Footwear,Spain,1201.01,13,556.82,Wholesale
2023-04-04,Denim Jacket,Apparel,Netherlands,826.88,9,432.87,Online
2023-04-04,Smartwatch Lite,Electronics,Germany,3694.95,22,1650.99,Wholesale
2023-04-04,Denim Jacket,Apparel,Portugal,921.77,10,493.55,In-Store
2023-04-04,Yoga Mat,Fitness,Netherlands,184.05,5,67.23,Wholesale
2023-04-04,Wireless Earbuds,Electronics,France,3527.77,31,1877.41,Wholesale
2023-04-04,Yoga Mat,Fitness,Spain,759.14,21,280.43,Wholesale
2023-04-05,Smartwatch Lite,Electronics,Germany,1240.08,9,698.96,Online
2023-04-05,Denim Jacket,Apparel,France,1236.13,13,626.23,Online
2023-04-05,Smartwatch Lite,Electronics,Italy,1928.6,12,893.49,In-Store
2023-04-05,Cotton T-Shirt,Apparel,Netherlands,282.81,14,108.14,Wholesale
2023-04-05,Running Shoes Pro,Footwear,Spain,742.33,9,364.93,Online
2023-04-05,Denim Jacket,Apparel,Portugal,1093.59,12,595.16,In-Store
2023-04-05,Wireless Earbuds,Electronics,Spain,6120.71,47,2714.07,Wholesale
2023-04-06,Cotton T-Shirt,Apparel,Spain,327.97,15,119.87,Online
2023-04-06,Wireless Earbuds,Electronics,Germany,7859.18,68,3883.4,Wholesale
2023-04-06,Running Shoes Pro,Footwear,Germany,1980.91,21,838.24,Wholesale
2023-04-06,Trail Sneakers,Footwear,Italy,1101.81,14,498.04,In-Store
2023-04-06,Trail Sneakers,Footwear,France,924.41,12,438.0,In-Store
2023-04-06,Cotton T-Shirt,Apparel,France,339.1,15,122.56,Wholesale
2023-04-06,Trail Sneakers,Footwear,Netherlands,4577.66,63,2232.04,In-Store
2023-04-07,Wireless Earbuds,Electronics,Portugal,2153.6,18,1117.17,Wholesale
2023-04-07,Trail Sneakers,Footwear,Portugal,309.22,4,143.87,Wholesale
2023-04-07,Denim Jacket,Apparel,Germany,2622.87,27,1248.99,Wholesale
2023-04-07,Trail Sneakers,Footwear,Spain,318.75,4,135.49,Wholesale
2023-04-07,Smartwatch Lite,Electronics,Portugal,1462.88,10,779.85,Online
2023-04-07,Adjustable Dumbbells,Fitness,Germany,3458.84,18,1981.22,Wholesale
2023-04-07,Cotton T-Shirt,Apparel,Spain,90.07,4,32.26,Wholesale
2023-04-07,Yoga Mat,Fitness,Spain,449.25,14,200.35,Online
2023-04-07,Denim Jacket,Apparel,Italy,2681.54,31,1552.04,In-Store
2023-04-07,Cotton T-Shirt,Apparel,Germany,646.45,27,208.73,Online
2023-04-07,Trail Sneakers,Footwear,Portugal,1430.82,18,643.91,Wholesale
2023-04-07,Adjustable Dumbbells,Fitness,France,3999.62,19,1997.21,In-Store
2023-04-08,Adjustable Dumbbells,Fitness,France,1948.44,9,995.18,Online
2023-04-08,Smartwatch Lite,Electronics,Italy,3847.51,24,1768.98,In-Store
2023-04-08,Smartwatch Lite,Electronics,Italy,4658.92,33,2380.16,Wholesale
2023-04-08,Trail Sneakers,Footwear,Germany,1249.76,19,668.78,In-Store
2023-04-08,Trail Sneakers,Footwear,Germany,2653.26,41,1413.91,Wholesale
2023-04-08,Yoga Mat,Fitness,Spain,800.05,26,366.7,Wholesale
2023-04-08,Cotton T-Shirt,Apparel,Netherlands,941.78,48,378.1,Online
2023-04-09,Denim Jacket,Apparel,Netherlands,1561.25,19,946.8,In-Store
2023-04-09,Smartwatch Lite,Electronics,Netherlands,2539.3,17,1239.78,Online
2023-04-09,Cotton T-Shirt,Apparel,Spain,169.17,9,71.66,In-Store
2023-04-09,Adjustable Dumbbells,Fitness,Netherlands,2388.42,12,1335.9,In-Store
2023-04-09,Yoga Mat,Fitness,Netherlands,584.25,16,224.65,Online
2023-04-09,Wireless Earbuds,Electronics,Spain,2614.97,20,1140.74,Online
2023-04-10,Yoga Mat,Fitness,Italy,1041.4,32,434.2,In-Store
2023-04-10,Denim Jacket,Apparel,Portugal,6592.26,66,3049.3,Wholesale
2023-04-10,Adjustable Dumbbells,Fitness,Netherlands,6189.08,28,3053.14,In-Store
2023-04-10,Cotton T-Shirt,Apparel,Netherlands,295.81,15,117.83,In-Store
2023-04-10,Cotton T-Shirt,Apparel,Germany,346.35,17,131.34,In-Store
2023-04-10,Denim Jacket,Apparel,France,3165.83,34,1560.1,Wholesale
2023-04-10,Adjustable Dumbbells,Fitness,Netherlands,5892.24,26,2888.36,In-Store
2023-04-10,Trail Sneakers,Footwear,Italy,922.14,14,484.53,Online
2023-04-10,Smartwatch Lite,Electronics,France,5684.22,40,3054.0,Online
2023-04-10,Denim Jacket,Apparel,Italy,302.6,3,147.79,Online
2023-04-10,Trail Sneakers,Footwear,Netherlands,1058.83,15,540.13,Online
2023-04-11,Running Shoes Pro,Footwear,France,579.1,7,294.25,In-Store
2023-04-11,Trail Sneakers,Footwear,Germany,2481.27,33,1158.63,Wholesale
2023-04-11,Denim Jacket,Apparel,Portugal,2407.99,25,1167.7,Wholesale
2023-04-11,Trail Sneakers,Footwear,Italy,1832.18,23,839.63,Wholesale
2023-04-11,Trail Sneakers,Footwear,Netherlands,597.36,9,328.05,Online
2023-04-11,Adjustable Dumbbells,Fitness,Portugal,5510.93,26,2858.09,Wholesale
2023-04-11,Adjustable Dumbbells,Fitness,France,2527.43,12,1315.2,Online
2023-04-11,Running Shoes Pro,Footwear,Netherlands,419.65,5,216.31,Online
2023-04-11,Denim Jacket,Apparel,Germany,2942.71,31,1534.03,Online
2023-04-11,Smartwatch Lite,Electronics,Spain,7746.99,45,3310.85,Online
2023-04-11,Cotton T-Shirt,Apparel,Spain,586.04,29,242.56,Wholesale
2023-04-11,Running Shoes Pro,Footwear,Italy,2919.23,30,1307.53,Online
2023-04-11,Yoga Mat,Fitness,France,367.02,11,159.54,Online
2023-04-12,Cotton T-Shirt,Apparel,France,394.42,18,137.07,Wholesale
2023-04-12,Cotton T-Shirt,Apparel,France,1118.63,47,363.19,Online
2023-04-12,Cotton T-Shirt,Apparel,France,265.2,13,104.82,In-Store
2023-04-12,Smartwatch Lite,Electronics,Germany,9302.41,65,4648.5,Online
2023-04-12,Adjustable Dumbbells,Fitness,Germany,7390.69,34,3899.67,Wholesale
2023-04-12,Running Shoes Pro,Footwear,Spain,3182.89,41,1674.62,Wholesale
2023-04-13,Denim Jacket,Apparel,Germany,1876.69,21,974.54,Wholesale
2023-04-13,Running Shoes Pro,Footwear,France,488.89,5,200.29,In-Store
2023-04-13,Cotton T-Shirt,Apparel,Italy,710.65,34,258.55,Wholesale
2023-04-13,Wireless Earbuds,Electronics,France,1786.94,14,828.09,Online
2023-04-13,Smartwatch Lite,Electronics,Portugal,12745.59,74,5718.92,In-Store
2023-04-14,Smartwatch Lite,Electronics,Netherlands,2348.75,14,1005.57,In-Store
2023-04-14,Cotton T-Shirt,Apparel,Portugal,744.05,32,246.32,Online
2023-04-14,Running Shoes Pro,Footwear,Netherlands,1423.2,16,666.3,Wholesale
2023-04-14,Adjustable Dumbbells,Fitness,Germany,3654.6,17,1918.53,Wholesale
2023-04-14,Denim Jacket,Apparel,Netherlands,328.98,4,200.53,In-Store
2023-04-14,Smartwatch Lite,Electronics,Germany,697.46,5,382.15,Wholesale
2023-04-14,Cotton T-Shirt,Apparel,France,307.47,16,129.99,In-Store
2023-04-14,Denim Jacket,Apparel,Spain,1244.65,12,586.16,Online
2023-04-14,Cotton T-Shirt,Apparel,Spain,651.76,28,217.98,Online
2023-04-14,Smartwatch Lite,Electronics,Italy,2642.79,16,1192.05,In-Store
2023-04-14,Cotton T-Shirt,Apparel,Germany,843.28,35,281.41,Wholesale
2023-04-15,Cotton T-Shirt,Apparel,Italy,926.17,39,301.53,In-Store
2023-04-15,Running Shoes Pro,Footwear,Italy,2000.82,25,1005.52,Wholesale
2023-04-15,Denim Jacket,Apparel,Netherlands,3179.1,33,1510.53,Wholesale
2023-04-15,Wireless Earbuds,Electronics,Spain,2555.56,21,1275.17,Wholesale
2023-04-15,Yoga Mat,Fitness,Spain,1719.64,55,801.99,Online
2023-04-16,Trail Sneakers,Footwear,Spain,3374.87,49,1670.59,Online
2023-04-16,Trail Sneakers,Footwear,Italy,929.73,13,452.1,In-Store
2023-04-16,Cotton T-Shirt,Apparel,Italy,549.54,26,213.68,In-Store
2023-04-16,Cotton T-Shirt,Apparel,Italy,843.81,39,298.51,Wholesale
2023-04-17,Running Shoes Pro,Footwear,Italy,165.17,2,83.6,In-Store
2023-04-17,Cotton T-Shirt,Apparel,Italy,503.13,22,182.21,Online
2023-04-17,Cotton T-Shirt,Apparel,Spain,728.8,31,238.96,In-Store
2023-04-17,Adjustable Dumbbells,Fitness,Netherlands,3761.82,18,2070.23,Online
2023-04-17,Cotton T-Shirt,Apparel,Spain,640.74,29,230.51,In-Store
2023-04-17,Wireless Earbuds,Electronics,France,2376.5,19,1153.03,Online
2023-04-17,Running Shoes Pro,Footwear,Portugal,1567.34,17,679.35,Online
2023-04-17,Adjustable Dumbbells,Fitness,France,3429.45,19,2001.66,Online
2023-04-17,Cotton T-Shirt,Apparel,France,237.65,10,77.32,Wholesale
2023-04-18,Smartwatch Lite,Electronics,Italy,3596.66,22,1675.5,Online
2023-04-18,Denim Jacket,Apparel,Netherlands,4295.0,46,2275.68,Wholesale
2023-04-18,Adjustable Dumbbells,Fitness,Spain,6974.6,32,3532.79,In-Store
2023-04-18,Trail Sneakers,Footwear,Netherlands,1285.28,19,674.96,Wholesale
2023-04-18,Adjustable Dumbbells,Fitness,Spain,4387.97,24,2592.99,In-Store
2023-04-18,Smartwatch Lite,Electronics,Germany,1621.38,10,773.79,Wholesale
2023-04-18,Denim Jacket,Apparel,Netherlands,4494.13,48,2410.39,Wholesale
2023-04-19,Wireless Earbuds,Electronics,Italy,1966.48,17,1037.46,Online
2023-04-19,Trail Sneakers,Footwear,Germany,3370.36,45,1581.28,Wholesale
2023-04-19,Wireless Earbuds,Electronics,Portugal,1600.07,14,839.32,Wholesale
2023-04-19,Running Shoes Pro,Footwear,Germany,1587.15,17,710.32,Online
2023-04-19,Yoga Mat,Fitness,France,174.16,5,71.51,In-Store
2023-04-19,Wireless Earbuds,Electronics,Italy,2974.95,23,1414.54,In-Store
2023-04-19,Denim Jacket,Apparel,Spain,2371.73,24,1105.66,Online
2023-04-19,Wireless Earbuds,Electronics,Netherlands,7417.54,59,3560.81,In-Store
2023-04-19,Trail Sneakers,Footwear,Netherlands,973.3,12,432.93,Wholesale
2023-04-19,Adjustable Dumbbells,Fitness,Spain,7197.8,33,3452.81,Wholesale
2023-04-19,Running Shoes Pro,Footwear,Portugal,1705.38,22,953.02,In-Store
2023-04-20,Smartwatch Lite,Electronics,Spain,3624.05,22,1647.49,In-Store
2023-04-20,Smartwatch Lite,Electronics,Italy,4745.05,30,2142.75,Wholesale
2023-04-20,Trail Sneakers,Footwear,Germany,1431.74,18,651.35,In-Store
2023-04-20,Trail Sneakers,Footwear,Netherlands,1654.7,23,823.66,In-Store
2023-04-20,Yoga Mat,Fitness,Italy,1026.5,33,450.18,In-Store
2023-04-20,Denim Jacket,Apparel,Germany,860.25,9,444.12,In-Store
2023-04-20,Trail Sneakers,Footwear,Spain,2840.34,37,1309.0,Wholesale
2023-04-20,Running Shoes Pro,Footwear,France,1556.35,19,777.53,Wholesale
2023-04-20,Denim Jacket,Apparel,Netherlands,2501.56,26,1308.49,Online
2023-04-20,Adjustable Dumbbells,Fitness,France,7454.87,34,3880.34,Wholesale
2023-04-20,Denim Jacket,Apparel,Spain,2836.71,30,1428.0,In-Store
2023-04-21,Yoga Mat,Fitness,Italy,445.35,14,203.95,Online
2023-04-21,Trail Sneakers,Footwear,Netherlands,1705.8,24,818.54,Online
2023-04-21,Running Shoes Pro,Footwear,Spain,387.13,5,216.04,Wholesale
2023-04-21,Denim Jacket,Apparel,Italy,1562.94,15,687.23,Online
2023-04-21,Wireless Earbuds,Electronics,Italy,3192.28,29,1788.38,Online
2023-04-21,Trail Sneakers,Footwear,France,1689.54,22,782.1,Wholesale
2023-04-21,Yoga Mat,Fitness,Portugal,294.57,8,110.3,Online
2023-04-21,Trail Sneakers,Footwear,France,1871.73,23,783.24,Online
2023-04-22,Wireless Earbuds,Electronics,Spain,1348.38,12,692.04,In-Store
2023-04-22,Adjustable Dumbbells,Fitness,Germany,6024.21,31,3454.43,Wholesale
2023-04-22,Trail Sneakers,Footwear,Spain,1082.03,14,506.2,Wholesale
2023-04-22,Yoga Mat,Fitness,Germany,406.36,13,189.82,Online
2023-04-22,Cotton T-Shirt,Apparel,Spain,402.94,21,168.42,In-Store
2023-04-22,Smartwatch Lite,Electronics,Portugal,3472.55,23,1678.91,Online
2023-04-22,Smartwatch Lite,Electronics,Spain,4482.97,31,2276.82,Online
2023-04-22,Running Shoes Pro,Footwear,Portugal,317.61,4,171.6,Online
2023-04-22,Adjustable Dumbbells,Fitness,Spain,4743.0,22,2417.28,Wholesale
2023-04-22,Denim Jacket,Apparel,Portugal,849.41,10,482.72,Online
2023-04-22,Cotton T-Shirt,Apparel,Spain,676.52,34,280.79,Online
2023-04-23,Cotton T-Shirt,Apparel,Portugal,285.67,14,109.17,In-Store
2023-04-23,Trail Sneakers,Footwear,Germany,2545.86,35,1252.25,Online
2023-04-23,Adjustable Dumbbells,Fitness,Netherlands,4986.54,24,2577.52,In-Store
2023-04-23,Smartwatch Lite,Electronics,Spain,1463.85,10,780.97,Online
2023-04-23,Denim Jacket,Apparel,Portugal,2717.22,28,1391.9,Online
2023-04-23,Adjustable Dumbbells,Fitness,Portugal,8685.39,46,4964.02,Online
2023-04-23,Trail Sneakers,Footwear,Germany,893.32,13,451.78,Online
2023-04-23,Smartwatch Lite,Electronics,Germany,4423.37,32,2488.26,Online
2023-04-23,Wireless Earbuds,Electronics,Portugal,1744.2,13,781.48,Wholesale
2023-04-23,Adjustable Dumbbells,Fitness,Germany,11578.0,53,5793.47,Wholesale
2023-04-23,Wireless Earbuds,Electronics,Netherlands,2190.08,18,1049.84,In-Store
2023-04-23,Trail Sneakers,Footwear,Portugal,1581.96,21,737.07,Wholesale
2023-04-23,Cotton T-Shirt,Apparel,Spain,380.25,19,154.61,In-Store
2023-04-23,Trail Sneakers,Footwear,Germany,1780.1,27,930.13,In-Store
2023-04-24,Yoga Mat,Fitness,France,1590.6,45,634.44,Online
2023-04-24,Trail Sneakers,Footwear,France,690.26,9,325.22,In-Store
2023-04-24,Yoga Mat,Fitness,Netherlands,378.81,10,144.96,In-Store
2023-04-24,Denim Jacket,Apparel,France,1728.35,18,876.07,In-Store
2023-04-24,Trail Sneakers,Footwear,Germany,2016.34,26,935.83,Wholesale
2023-04-24,Denim Jacket,Apparel,Germany,3055.18,33,1591.29,Online
2023-04-24,Denim Jacket,Apparel,Portugal,2330.98,24,1179.37,Online
2023-04-24,Wireless Earbuds,Electronics,Spain,4235.81,33,1891.73,In-Store
2023-04-24,Yoga Mat,Fitness,France,766.84,23,318.35,In-Store
2023-04-25,Running Shoes Pro,Footwear,Italy,2435.03,32,1395.09,Online
2023-04-25,Adjustable Dumbbells,Fitness,Germany,9655.64,42,4801.7,Wholesale
2023-04-25,Denim Jacket,Apparel,Italy,1811.02,21,1019.7,Wholesale
2023-04-25,Yoga Mat,Fitness,Netherlands,1264.63,36,515.26,Wholesale
2023-04-25,Cotton T-Shirt,Apparel,Portugal,387.17,18,147.6,In-Store
2023-04-25,Wireless Earbuds,Electronics,Netherlands,2112.88,15,900.44,Wholesale
2023-04-25,Running Shoes Pro,Footwear,Italy,1211.19,13,524.22,Wholesale
2023-04-25,Yoga Mat,Fitness,Italy,1406.69,46,666.67,In-Store
2023-04-26,Yoga Mat,Fitness,Spain,835.9,25,361.7,Online
2023-04-26,Denim Jacket,Apparel,France,2179.41,21,1005.45,Online
2023-04-26,Running Shoes Pro,Footwear,France,1860.23,22,968.42,Online
2023-04-26,Yoga Mat,Fitness,Germany,970.27,32,426.72,Wholesale
2023-04-26,Adjustable Dumbbells,Fitness,Netherlands,3061.36,15,1728.7,In-Store
2023-04-26,Wireless Earbuds,Electronics,Spain,2049.63,18,1036.68,In-Store
2023-04-26,Cotton T-Shirt,Apparel,Netherlands,1206.05,56,467.54,Online
2023-04-26,Trail Sneakers,Footwear,Portugal,1039.56,16,563.69,Online
2023-04-26,Trail Sneakers,Footwear,Portugal,2848.6,38,1342.08,Online
2023-04-26,Yoga Mat,Fitness,Germany,1966.18,56,785.45,Online
2023-04-26,Adjustable Dumbbells,Fitness,Italy,3561.44,18,1920.04,Online
2023-04-26,Cotton T-Shirt,Apparel,Netherlands,769.91,37,302.8,Online
2023-04-26,Wireless Earbuds,Electronics,Netherlands,2330.18,20,1249.0,In-Store
2023-04-26,Smartwatch Lite,Electronics,Netherlands,3345.86,24,1858.55,In-Store
2023-04-27,Denim Jacket,Apparel,Netherlands,1775.62,17,831.25,Wholesale
2023-04-27,Smartwatch Lite,Electronics,France,1532.44,11,860.95,Wholesale
2023-04-27,Wireless Earbuds,Electronics,Portugal,4395.36,36,2192.11,Online
2023-04-27,Adjustable Dumbbells,Fitness,France,4328.21,24,2698.36,Online
2023-04-27,Cotton T-Shirt,Apparel,Netherlands,214.03,10,77.78,Wholesale
2023-04-27,Trail Sneakers,Footwear,Italy,1272.62,16,550.77,Wholesale
2023-04-28,Running Shoes Pro,Footwear,Spain,3063.48,33,1360.72,Online
2023-04-28,Adjustable Dumbbells,Fitness,Portugal,5227.19,27,3110.68,Wholesale
2023-04-28,Smartwatch Lite,Electronics,Portugal,3123.09,21,1530.29,Online
2023-04-28,Cotton T-Shirt,Apparel,Italy,238.46,11,84.19,Online
2023-04-28,Adjustable Dumbbells,Fitness,Portugal,2261.4,11,1247.14,Online
2023-04-28,Denim Jacket,Apparel,Spain,1141.15,13,615.97,Wholesale
2023-04-29,Wireless Earbuds,Electronics,France,1958.17,15,919.39,In-Store
2023-04-29,Trail Sneakers,Footwear,Germany,872.7,12,431.45,Online
2023-04-29,Denim Jacket,Apparel,Spain,1676.07,20,971.15,In-Store
2023-04-29,Wireless Earbuds,Electronics,Portugal,4415.06,34,1984.39,Wholesale
2023-04-29,Adjustable Dumbbells,Fitness,Italy,4210.36,22,2315.02,Online
2023-04-29,Yoga Mat,Fitness,Italy,1613.6,44,637.25,In-Store
2023-04-29,Smartwatch Lite,Electronics,France,5702.31,42,3162.97,Online
2023-04-29,Wireless Earbuds,Electronics,Spain,3008.9,27,1602.61,In-Store
2023-04-29,Cotton T-Shirt,Apparel,Spain,956.33,45,362.63,In-Store
2023-04-30,Cotton T-Shirt,Apparel,France,228.44,10,83.05,Wholesale
2023-04-30,Denim Jacket,Apparel,Germany,1569.85,19,894.93,Online
2023-04-30,Trail Sneakers,Footwear,Portugal,2703.12,35,1204.32,Online
2023-04-30,Trail Sneakers,Footwear,Netherlands,1950.62,28,1025.83,In-Store
2023-04-30,Cotton T-Shirt,Apparel,Germany,735.23,31,239.34,In-Store
2023-04-30,Running Shoes Pro,Footwear,Portugal,3988.24,50,2014.88,Online
2023-04-30,Denim Jacket,Apparel,France,1517.68,15,735.23,Wholesale
2023-04-30,Adjustable Dumbbells,Fitness,Portugal,3843.09,18,2026.2,Online
2023-05-01,Running Shoes Pro,Footwear,Netherlands,1483.15,19,836.68,In-Store
2023-05-01,Yoga Mat,Fitness,Italy,393.79,12,169.97,Wholesale
2023-05-01,Smartwatch Lite,Electronics,Italy,2745.18,20,1455.14,Online
2023-05-01,Running Shoes Pro,Footwear,Netherlands,2273.08,26,1122.86,Online
2023-05-01,Trail Sneakers,Footwear,Italy,1825.73,23,836.67,Online
2023-05-01,Smartwatch Lite,Electronics,Portugal,5092.25,31,2359.95,In-Store
2023-05-02,Denim Jacket,Apparel,France,4241.23,41,1931.48,In-Store
2023-05-02,Smartwatch Lite,Electronics,Germany,8425.15,50,3933.87,Wholesale
2023-05-02,Running Shoes Pro,Footwear,Spain,2374.37,27,1145.7,Wholesale
2023-05-02,Cotton T-Shirt,Apparel,Portugal,346.1,15,120.59,In-Store
2023-05-02,Denim Jacket,Apparel,Spain,2993.88,36,1688.24,In-Store
2023-05-02,Yoga Mat,Fitness,Netherlands,405.85,13,177.24,In-Store
2023-05-02,Denim Jacket,Apparel,Germany,1895.95,23,1055.62,Wholesale
2023-05-02,Adjustable Dumbbells,Fitness,France,1751.94,8,869.7,Online
2023-05-02,Denim Jacket,Apparel,Portugal,2202.51,22,1014.77,In-Store
2023-05-02,Wireless Earbuds,Electronics,Netherlands,2328.89,18,1089.15,Online
2023-05-03,Wireless Earbuds,Electronics,Spain,1306.69,10,622.03,Wholesale
2023-05-03,Adjustable Dumbbells,Fitness,Portugal,4846.14,22,2405.77,Wholesale
2023-05-03,Denim Jacket,Apparel,France,1441.51,16,798.18,Wholesale
2023-05-03,Running Shoes Pro,Footwear,Italy,1361.32,14,560.19,Wholesale
2023-05-03,Trail Sneakers,Footwear,Netherlands,1728.94,26,950.53,Wholesale
2023-05-03,Adjustable Dumbbells,Fitness,France,2517.87,11,1222.08,In-Store
2023-05-03,Denim Jacket,Apparel,France,2702.54,30,1386.27,Wholesale
2023-05-03,Yoga Mat,Fitness,Spain,283.66,9,123.05,In-Store
2023-05-03,Yoga Mat,Fitness,Italy,620.43,18,261.83,Online
2023-05-04,Adjustable Dumbbells,Fitness,Portugal,2250.89,11,1212.37,Wholesale
2023-05-04,Wireless Earbuds,Electronics,Spain,1918.64,15,908.14,Wholesale
2023-05-04,Adjustable Dumbbells,Fitness,Netherlands,1950.65,10,1045.44,In-Store
2023-05-04,Denim Jacket,Apparel,Spain,3233.05,33,1553.02,Online
2023-05-04,Denim Jacket,Apparel,Italy,3191.8,39,1964.19,Wholesale
2023-05-04,Smartwatch Lite,Electronics,Netherlands,5557.13,33,2473.84,Online
2023-05-04,Yoga Mat,Fitness,Spain,582.86,16,226.27,Wholesale
