Date,Product,Category,Country,Revenue,Quantity,Cost,Customer_Segment
2023-05-16,Steel Bearing 6205,Components,Germany,32.29,7,13.01,OEM
2023-05-16,Safety Sensor Array,Automation,Poland,2283.72,12,1172.0,OEM
2023-05-16,Conveyor Belt Roller,Components,China,1442.45,50,640.68,Direct Industrial
2023-05-16,Steel Bearing 6205,Components,Germany,86.91,24,46.39,OEM
2023-05-16,Steel Bearing 6205,Components,USA,84.89,22,40.4,Distributor
2023-05-16,Pneumatic Valve V-200,Hydraulics,Mexico,1040.34,8,557.28,Distributor
2023-05-17,Pneumatic Valve V-200,Hydraulics,South Korea,4351.54,35,2378.72,OEM
2023-05-17,Pneumatic Valve V-200,Hydraulics,South Korea,3978.74,25,1687.12,Distributor
2023-05-17,Industrial Motor 5HP,Motors,South Korea,25626.69,43,14205.76,OEM
2023-05-17,Hydraulic Cylinder HC-40,Hydraulics,Poland,11259.7,32,5603.19,Direct Industrial
2023-05-17,Safety Sensor Array,Automation,USA,5291.3,27,2605.14,Distributor
2023-05-17,Pneumatic Valve V-200,Hydraulics,Mexico,1948.96,14,929.65,Direct Industrial
2023-05-17,Steel Bearing 6205,Components,South Korea,96.56,22,40.6,Distributor
2023-05-18,Industrial Motor 5HP,Motors,Poland,13846.95,25,8332.15,Direct Industrial
2023-05-18,Steel Bearing 6205,Components,Mexico,90.84,22,40.21,Distributor
2023-05-18,Pneumatic Valve V-200,Hydraulics,Poland,1837.94,12,797.67,Direct Industrial
2023-05-20,PLC Controller Unit,Automation,USA,9486.49,11,5324.98,OEM
2023-05-20,PLC Controller Unit,Automation,South Korea,15246.28,19,9044.25,OEM
2023-05-20,Pneumatic Valve V-200,Hydraulics,South Korea,3274.98,26,1792.23,OEM
2023-05-20,Steel Bearing 6205,Components,South Korea,214.44,51,94.96,Distributor
2023-05-20,Conveyor Belt Roller,Components,Poland,444.49,16,192.27,OEM
2023-05-21,Hydraulic Cylinder HC-40,Hydraulics,Germany,10937.37,34,5993.04,Direct Industrial
2023-05-21,Steel Bearing 6205,Components,China,52.93,12,21.68,OEM
2023-05-21,Gearbox Assembly GB-12,Motors,Poland,43237.41,37,26597.37,Distributor
2023-05-21,Hydraulic Cylinder HC-40,Hydraulics,Poland,4177.39,13,2351.71,Distributor
2023-05-21,PLC Controller Unit,Automation,China,24726.74,30,14426.05,Distributor
2023-05-21,Safety Sensor Array,Automation,Germany,7128.83,39,3681.62,OEM
2023-05-21,Conveyor Belt Roller,Components,China,1365.81,54,677.74,Direct Industrial
2023-05-22,Industrial Motor 5HP,Motors,South Korea,14379.19,25,8307.01,Direct Industrial
2023-05-22,Safety Sensor Array,Automation,China,5053.76,23,2132.22,OEM
2023-05-22,Steel Bearing 6205,Components,Poland,32.65,9,16.64,Distributor
2023-05-22,Hydraulic Cylinder HC-40,Hydraulics,Germany,9411.39,34,5690.8,Direct Industrial
2023-05-22,Conveyor Belt Roller,Components,South Korea,293.89,11,132.24,Distributor
2023-05-22,Steel Bearing 6205,Components,Germany,71.06,16,29.83,Distributor
2023-05-22,Steel Bearing 6205,Components,Poland,102.45,24,44.87,OEM
2023-05-23,Hydraulic Cylinder HC-40,Hydraulics,Poland,12846.91,42,7329.29,Direct Industrial
2023-05-23,Hydraulic Cylinder HC-40,Hydraulics,Poland,9560.3,33,5701.97,Distributor
2023-05-23,Gearbox Assembly GB-12,Motors,USA,9966.09,8,5661.04,Direct Industrial
2023-05-23,Steel Bearing 6205,Components,USA,107.65,30,57.45,Direct Industrial
2023-05-23,PLC Controller Unit,Automation,South Korea,29032.94,33,14909.38,Direct Industrial
2023-05-23,Safety Sensor Array,Automation,South Korea,3448.95,16,1588.08,OEM
2023-05-23,Pneumatic Valve V-200,Hydraulics,China,3330.37,23,1583.51,OEM
2023-05-23,Industrial Motor 5HP,Motors,Poland,19340.88,36,11704.18,Direct Industrial
2023-05-23,Safety Sensor Array,Automation,China,2369.66,11,1059.98,OEM
2023-05-23,PLC Controller Unit,Automation,Mexico,17782.57,23,11308.73,Direct Industrial
2023-05-23,Conveyor Belt Roller,Components,Poland,276.99,10,127.39,OEM
2023-05-24,Hydraulic Cylinder HC-40,Hydraulics,USA,1383.01,5,865.14,OEM
2023-05-24,PLC Controller Unit,Automation,Mexico,9606.05,10,4729.51,Direct Industrial
2023-05-24,Safety Sensor Array,Automation,China,6579.72,29,2876.52,OEM
2023-05-24,PLC Controller Unit,Automation,Germany,10503.97,11,5175.1,Direct Industrial
2023-05-24,Hydraulic Cylinder HC-40,Hydraulics,Mexico,2387.69,8,1360.98,Distributor
2023-05-24,Pneumatic Valve V-200,Hydraulics,USA,5088.85,38,2667.58,Direct Industrial
2023-05-24,Steel Bearing 6205,Components,Germany,190.03,43,78.94,OEM
2023-05-24,PLC Controller Unit,Automation,Mexico,61714.44,74,33209.08,Direct Industrial
2023-05-25,Conveyor Belt Roller,Components,Mexico,115.44,4,51.82,Direct Industrial
2023-05-25,Hydraulic Cylinder HC-40,Hydraulics,Mexico,17487.64,55,9665.87,Distributor
2023-05-25,Gearbox Assembly GB-12,Motors,South Korea,25511.58,23,15838.36,Distributor
2023-05-25,Steel Bearing 6205,Components,USA,99.47,26,50.11,OEM
2023-05-26,Safety Sensor Array,Automation,Poland,5509.54,25,2323.73,Direct Industrial
2023-05-26,Industrial Motor 5HP,Motors,Poland,8159.28,15,5256.53,Direct Industrial
2023-05-26,Hydraulic Cylinder HC-40,Hydraulics,China,2539.12,8,1449.83,Distributor
2023-05-26,Gearbox Assembly GB-12,Motors,South Korea,25088.14,21,14184.53,OEM
2023-05-26,Pneumatic Valve V-200,Hydraulics,Germany,1963.71,15,1036.02,OEM
2023-05-26,Conveyor Belt Roller,Components,South Korea,482.33,16,194.46,Distributor
2023-05-26,Pneumatic Valve V-200,Hydraulics,Germany,1098.69,7,461.74,Distributor
2023-05-26,Hydraulic Cylinder HC-40,Hydraulics,China,9867.03,33,5680.48,OEM
2023-05-26,Pneumatic Valve V-200,Hydraulics,Germany,3287.43,22,1490.25,OEM
2023-05-26,PLC Controller Unit,Automation,Mexico,28093.77,30,13523.75,OEM
2023-05-27,Industrial Motor 5HP,Motors,USA,14133.33,22,7233.35,Direct Industrial
2023-05-27,Gearbox Assembly GB-12,Motors,China,27134.43,24,16061.64,OEM
2023-05-27,PLC Controller Unit,Automation,Germany,4064.0,5,2233.66,OEM
2023-05-27,Safety Sensor Array,Automation,Mexico,6273.71,35,3394.4,Direct Industrial
2023-05-27,Conveyor Belt Roller,Components,Poland,948.67,36,453.92,OEM
2023-05-27,Industrial Motor 5HP,Motors,USA,5081.03,9,2954.22,Distributor
2023-05-27,Industrial Motor 5HP,Motors,South Korea,20871.83,34,11988.0,Direct Industrial
2023-05-27,Steel Bearing 6205,Components,South Korea,70.31,17,31.69,Direct Industrial
2023-05-27,Gearbox Assembly GB-12,Motors,South Korea,19965.85,15,9925.9,Distributor
2023-05-27,Steel Bearing 6205,Components,Germany,233.11,65,126.91,Distributor
2023-05-27,Gearbox Assembly GB-12,Motors,Mexico,18477.21,17,11983.31,OEM
2023-05-27,Gearbox Assembly GB-12,Motors,South Korea,10905.97,9,6076.92,Direct Industrial
2023-05-27,PLC Controller Unit,Automation,China,30319.69,34,15211.92,Distributor
2023-05-27,Industrial Motor 5HP,Motors,China,3163.19,6,2057.93,Distributor
2023-05-28,Conveyor Belt Roller,Components,South Korea,297.19,10,121.47,Distributor
2023-05-28,Pneumatic Valve V-200,Hydraulics,China,4713.84,34,2413.26,Direct Industrial
2023-05-28,Safety Sensor Array,Automation,Mexico,3894.39,21,1939.02,Direct Industrial
2023-05-28,Hydraulic Cylinder HC-40,Hydraulics,Germany,12848.19,40,6992.69,Direct Industrial
2023-05-28,Conveyor Belt Roller,Components,Mexico,383.86,14,178.47,Direct Industrial
2023-05-28,Industrial Motor 5HP,Motors,USA,5117.05,9,2971.89,OEM
2023-05-29,Gearbox Assembly GB-12,Motors,China,51053.28,40,26328.49,Distributor
2023-05-29,Safety Sensor Array,Automation,Poland,5104.07,23,2166.88,Direct Industrial
2023-05-29,Steel Bearing 6205,Components,USA,92.59,25,46.28,Direct Industrial
2023-05-29,Pneumatic Valve V-200,Hydraulics,USA,2121.95,14,994.59,Direct Industrial
2023-05-29,Safety Sensor Array,Automation,China,2640.25,12,1193.78,OEM
2023-05-29,Gearbox Assembly GB-12,Motors,Poland,14544.52,11,7878.26,Direct Industrial
2023-05-30,Steel Bearing 6205,Components,Germany,40.94,9,17.94,Direct Industrial
2023-05-30,Pneumatic Valve V-200,Hydraulics,USA,890.74,6,421.34,OEM
2023-05-30,PLC Controller Unit,Automation,Mexico,12275.13,13,6027.26,Distributor
2023-05-30,Safety Sensor Array,Automation,Poland,9943.29,46,4326.51,Direct Industrial
2023-05-31,Gearbox Assembly GB-12,Motors,China,63384.61,52,36583.59,Direct Industrial
2023-05-31,Pneumatic Valve V-200,Hydraulics,Germany,2045.03,15,1035.59,OEM
2023-05-31,PLC Controller Unit,Automation,South Korea,11734.16,15,7306.46,OEM
2023-05-31,Industrial Motor 5HP,Motors,China,10870.76,20,6581.14,OEM
2023-05-31,Safety Sensor Array,Automation,China,9422.26,42,3921.8,OEM
2023-05-31,Pneumatic Valve V-200,Hydraulics,Mexico,3925.94,29,1963.68,OEM
2023-06-01,Hydraulic Cylinder HC-40,Hydraulics,Mexico,13584.74,40,7279.12,Direct Industrial
2023-06-01,Conveyor Belt Roller,Components,USA,258.24,10,123.26,Direct Industrial
2023-06-01,Pneumatic Valve V-200,Hydraulics,South Korea,2397.14,16,1047.57,Distributor
2023-06-02,Gearbox Assembly GB-12,Motors,South Korea,25766.12,23,15950.06,Distributor
2023-06-02,Conveyor Belt Roller,Components,Poland,762.09,27,326.99,OEM
2023-06-02,Gearbox Assembly GB-12,Motors,China,40486.39,33,21980.92,OEM
2023-06-02,Gearbox Assembly GB-12,Motors,Mexico,27982.09,25,17987.6,Direct Industrial
2023-06-02,Conveyor Belt Roller,Components,China,1348.43,55,662.91,Direct Industrial
2023-06-02,Safety Sensor Array,Automation,USA,7633.15,38,3717.2,Distributor
2023-06-02,Safety Sensor Array,Automation,Germany,10754.33,53,5197.02,Distributor
2023-06-02,Pneumatic Valve V-200,Hydraulics,Poland,6473.42,49,3215.25,Distributor
2023-06-02,Safety Sensor Array,Automation,USA,5344.42,25,2355.02,OEM
2023-06-03,PLC Controller Unit,Automation,China,7173.06,9,4040.64,OEM
2023-06-03,Safety Sensor Array,Automation,Germany,5460.37,27,2530.27,Direct Industrial
2023-06-03,Safety Sensor Array,Automation,South Korea,1654.8,8,743.43,Direct Industrial
2023-06-03,Pneumatic Valve V-200,Hydraulics,USA,2540.99,19,1337.48,OEM
2023-06-04,PLC Controller Unit,Automation,China,11280.33,14,6765.82,Distributor
2023-06-04,Safety Sensor Array,Automation,Mexico,8169.74,40,3937.61,OEM
2023-06-04,Industrial Motor 5HP,Motors,South Korea,17432.44,27,9192.62,Distributor
2023-06-04,Conveyor Belt Roller,Components,China,691.32,29,378.27,OEM
2023-06-04,Hydraulic Cylinder HC-40,Hydraulics,Mexico,10895.46,37,6703.18,OEM
2023-06-04,Steel Bearing 6205,Components,Mexico,84.83,19,35.25,Distributor
2023-06-04,Gearbox Assembly GB-12,Motors,Germany,32425.92,28,19429.96,Distributor
2023-06-04,PLC Controller Unit,Automation,China,56437.74,58,28005.4,OEM
2023-06-04,Hydraulic Cylinder HC-40,Hydraulics,Mexico,8846.62,27,4662.31,OEM
2023-06-05,Steel Bearing 6205,Components,Germany,57.58,16,28.94,OEM
2023-06-05,Pneumatic Valve V-200,Hydraulics,Mexico,4742.01,34,2329.52,Distributor
2023-06-05,Conveyor Belt Roller,Components,Mexico,450.79,15,181.29,OEM
2023-06-05,Industrial Motor 5HP,Motors,Mexico,12622.32,24,8235.91,OEM
2023-06-05,Conveyor Belt Roller,Components,South Korea,55.08,2,24.72,Direct Industrial
2023-06-05,Steel Bearing 6205,Components,Germany,37.38,9,16.89,Distributor
2023-06-06,Pneumatic Valve V-200,Hydraulics,Germany,1688.21,13,901.41,Distributor
2023-06-06,Hydraulic Cylinder HC-40,Hydraulics,South Korea,4643.59,15,2514.98,Distributor
2023-06-06,Gearbox Assembly GB-12,Motors,Poland,33720.86,29,20717.36,Direct Industrial
2023-06-06,Safety Sensor Array,Automation,China,851.04,4,386.14,OEM
2023-06-06,Hydraulic Cylinder HC-40,Hydraulics,Poland,4881.41,16,2750.69,OEM
2023-06-06,PLC Controller Unit,Automation,China,20372.81,22,10714.74,Direct Industrial
2023-06-07,Safety Sensor Array,Automation,Germany,3380.44,16,1511.87,OEM
2023-06-07,PLC Controller Unit,Automation,South Korea,23457.13,24,11774.77,Distributor
2023-06-07,PLC Controller Unit,Automation,Germany,29996.09,35,17016.38,Distributor
2023-06-07,Safety Sensor Array,Automation,Poland,3317.61,18,1719.82,Direct Industrial
2023-06-08,Conveyor Belt Roller,Components,China,174.67,6,78.49,OEM
2023-06-08,Hydraulic Cylinder HC-40,Hydraulics,China,2076.25,6,1081.88,Distributor
2023-06-08,PLC Controller Unit,Automation,USA,10476.75,11,5012.78,OEM
2023-06-08,Conveyor Belt Roller,Components,Germany,1992.97,67,854.82,Distributor
2023-06-08,Steel Bearing 6205,Components,South Korea,163.97,43,78.68,Distributor
2023-06-08,Safety Sensor Array,Automation,USA,6932.29,32,2951.24,OEM
2023-06-08,Conveyor Belt Roller,Components,USA,145.36,6,73.46,Direct Industrial
2023-06-09,Conveyor Belt Roller,Components,Germany,800.43,30,377.31,OEM
2023-06-09,Steel Bearing 6205,Components,Germany,49.9,12,23.18,Distributor
2023-06-09,Conveyor Belt Roller,Components,Poland,414.81,15,180.16,Distributor
2023-06-09,Pneumatic Valve V-200,Hydraulics,Germany,7787.64,54,3805.67,Direct Industrial
2023-06-09,Hydraulic Cylinder HC-40,Hydraulics,South Korea,13369.86,38,6738.03,Distributor
2023-06-09,Steel Bearing 6205,Components,South Korea,33.27,9,17.42,OEM
2023-06-09,Hydraulic Cylinder HC-40,Hydraulics,South Korea,6346.63,22,3837.4,Distributor
2023-06-09,Conveyor Belt Roller,Components,South Korea,271.3,9,117.39,OEM
2023-06-09,Gearbox Assembly GB-12,Motors,China,14989.32,14,9669.89,Distributor
2023-06-09,Industrial Motor 5HP,Motors,Poland,13225.45,22,7167.2,Direct Industrial
2023-06-09,Gearbox Assembly GB-12,Motors,Mexico,17549.87,16,10665.95,Direct Industrial
2023-06-09,Pneumatic Valve V-200,Hydraulics,South Korea,942.23,7,480.31,Distributor
2023-06-10,Hydraulic Cylinder HC-40,Hydraulics,Mexico,2807.81,8,1399.39,Direct Industrial
2023-06-10,Industrial Motor 5HP,Motors,Poland,7526.56,13,4577.79,Distributor
2023-06-10,PLC Controller Unit,Automation,Mexico,15986.08,18,8689.73,Direct Industrial
2023-06-10,PLC Controller Unit,Automation,Poland,27141.66,30,14661.79,OEM
2023-06-10,Safety Sensor Array,Automation,USA,6582.32,33,3123.98,OEM
2023-06-11,Pneumatic Valve V-200,Hydraulics,South Korea,5241.75,42,2740.8,OEM
2023-06-11,Safety Sensor Array,Automation,South Korea,3833.1,19,1719.87,Direct Industrial
2023-06-11,Industrial Motor 5HP,Motors,Mexico,8554.34,15,5095.45,Direct Industrial
2023-06-11,PLC Controller Unit,Automation,Mexico,62098.28,68,31974.31,OEM
2023-06-11,Industrial Motor 5HP,Motors,South Korea,26747.83,47,15252.43,Distributor
2023-06-11,Safety Sensor Array,Automation,Germany,1713.57,8,770.96,Distributor
2023-06-12,Pneumatic Valve V-200,Hydraulics,Germany,3027.2,19,1332.0,Distributor
2023-06-12,Pneumatic Valve V-200,Hydraulics,Germany,3601.38,27,1767.42,OEM
2023-06-12,Gearbox Assembly GB-12,Motors,USA,61704.53,47,32751.56,Direct Industrial
2023-06-12,Pneumatic Valve V-200,Hydraulics,South Korea,1424.65,10,666.35,OEM
2023-06-12,Conveyor Belt Roller,Components,Poland,235.08,9,114.58,Direct Industrial
2023-06-12,Gearbox Assembly GB-12,Motors,USA,41236.01,31,21615.29,Distributor
2023-06-12,Gearbox Assembly GB-12,Motors,Germany,4552.26,4,2784.98,Distributor
2023-06-12,Pneumatic Valve V-200,Hydraulics,USA,857.12,6,428.01,Distributor
2023-06-13,Conveyor Belt Roller,Components,Mexico,452.23,15,188.91,OEM
2023-06-13,Conveyor Belt Roller,Components,Poland,520.04,17,205.11,Direct Industrial
2023-06-13,Pneumatic Valve V-200,Hydraulics,USA,1182.54,9,625.36,OEM
2023-06-13,Safety Sensor Array,Automation,Germany,4383.44,23,2137.34,OEM
2023-06-13,Conveyor Belt Roller,Components,USA,1405.11,57,708.31,Distributor
2023-06-13,Gearbox Assembly GB-12,Motors,USA,17158.69,16,11559.6,Direct Industrial
2023-06-13,Conveyor Belt Roller,Components,Germany,740.74,26,335.02,Distributor
2023-06-13,PLC Controller Unit,Automation,Germany,8726.49,11,5308.51,Direct Industrial
2023-06-13,Conveyor Belt Roller,Components,South Korea,812.54,27,342.18,Direct Industrial
2023-06-14,Pneumatic Valve V-200,Hydraulics,Germany,2536.31,19,1288.03,Distributor
2023-06-14,Safety Sensor Array,Automation,Poland,9156.61,40,3694.94,Distributor
2023-06-14,Safety Sensor Array,Automation,USA,4342.18,21,1951.73,OEM
2023-06-14,Hydraulic Cylinder HC-40,Hydraulics,Germany,9340.8,31,5285.55,OEM
2023-06-14,Pneumatic Valve V-200,Hydraulics,South Korea,1485.06,12,832.42,Direct Industrial
2023-06-15,Steel Bearing 6205,Components,China,82.81,21,39.52,Distributor
2023-06-15,Gearbox Assembly GB-12,Motors,Germany,31387.54,25,17661.21,OEM
2023-06-15,Pneumatic Valve V-200,Hydraulics,South Korea,2672.09,20,1315.77,Direct Industrial
2023-06-15,Safety Sensor Array,Automation,Mexico,4408.87,20,1880.2,Direct Industrial
2023-06-15,Safety Sensor Array,Automation,Poland,4168.42,20,1814.32,Direct Industrial
2023-06-16,Steel Bearing 6205,Components,China,192.21,46,84.06,Direct Industrial
2023-06-16,Pneumatic Valve V-200,Hydraulics,South Korea,4557.46,32,2248.9,OEM
2023-06-16,PLC Controller Unit,Automation,China,14494.95,19,9164.91,OEM
2023-06-17,Safety Sensor Array,Automation,Mexico,8243.12,36,3408.68,Direct Industrial
2023-06-17,PLC Controller Unit,Automation,Germany,7027.98,8,3886.15,OEM
2023-06-17,Pneumatic Valve V-200,Hydraulics,USA,2855.07,19,1349.69,Distributor
2023-06-17,Pneumatic Valve V-200,Hydraulics,China,3564.87,25,1697.18,Distributor
2023-06-17,Hydraulic Cylinder HC-40,Hydraulics,China,5298.84,18,3221.84,Direct Industrial
2023-06-17,Safety Sensor Array,Automation,Germany,6974.11,37,3548.46,Distributor
2023-06-17,Steel Bearing 6205,Components,South Korea,115.0,25,46.2,Direct Industrial
2023-06-17,Conveyor Belt Roller,Components,USA,1305.06,49,592.18,OEM
2023-06-17,Conveyor Belt Roller,Components,Germany,505.74,21,265.57,Direct Industrial
2023-06-18,Gearbox Assembly GB-12,Motors,Poland,8731.8,8,5511.75,Distributor
2023-06-18,Hydraulic Cylinder HC-40,Hydraulics,South Korea,7779.51,28,4705.83,OEM
2023-06-18,Industrial Motor 5HP,Motors,Germany,5783.12,9,3096.09,Direct Industrial
2023-06-18,Pneumatic Valve V-200,Hydraulics,South Korea,2555.85,19,1298.23,OEM
2023-06-18,Industrial Motor 5HP,Motors,USA,3984.45,7,2440.32,Distributor
2023-06-19,Safety Sensor Array,Automation,South Korea,4172.53,23,2165.34,OEM
2023-06-19,PLC Controller Unit,Automation,Poland,10122.04,11,5126.29,OEM
2023-06-19,Safety Sensor Array,Automation,China,12532.29,55,5109.15,Distributor
2023-06-19,Hydraulic Cylinder HC-40,Hydraulics,Poland,1302.95,4,666.79,OEM
2023-06-20,Steel Bearing 6205,Components,USA,179.86,46,84.5,Distributor
2023-06-20,Industrial Motor 5HP,Motors,South Korea,28140.15,54,17917.82,OEM
2023-06-20,Pneumatic Valve V-200,Hydraulics,South Korea,1811.73,14,964.01,Direct Industrial
2023-06-21,Safety Sensor Array,Automation,Germany,1622.95,8,727.48,Direct Industrial
2023-06-21,Gearbox Assembly GB-12,Motors,USA,52903.82,44,30621.23,Direct Industrial
2023-06-21,PLC Controller Unit,Automation,Poland,24876.14,30,14419.52,Direct Industrial
2023-06-21,Safety Sensor Array,Automation,Poland,4525.92,22,2186.94,OEM
2023-06-21,Pneumatic Valve V-200,Hydraulics,Germany,3889.29,26,1764.79,Direct Industrial
2023-06-21,PLC Controller Unit,Automation,Germany,12173.13,14,6721.48,OEM
2023-06-21,PLC Controller Unit,Automation,Poland,21114.29,27,12771.19,Direct Industrial
2023-06-21,Gearbox Assembly GB-12,Motors,Poland,32169.87,24,15929.38,Distributor
2023-06-22,Pneumatic Valve V-200,Hydraulics,South Korea,387.42,3,212.71,Distributor
2023-06-22,Conveyor Belt Roller,Components,Mexico,421.53,14,175.24,Direct Industrial
2023-06-22,Conveyor Belt Roller,Components,Germany,851.74,29,367.53,Distributor
2023-06-22,Conveyor Belt Roller,Components,USA,484.2,19,229.75,Direct Industrial
2023-06-22,Steel Bearing 6205,Components,Poland,46.16,11,21.78,Direct Industrial
2023-06-22,PLC Controller Unit,Automation,Mexico,15197.44,17,8057.14,Distributor
2023-06-22,Industrial Motor 5HP,Motors,Germany,4162.11,8,2850.34,Direct Industrial
2023-06-22,PLC Controller Unit,Automation,South Korea,19371.68,22,10197.82,OEM
2023-06-22,Pneumatic Valve V-200,Hydraulics,USA,6993.61,54,3838.55,Distributor
2023-06-22,Gearbox Assembly GB-12,Motors,Mexico,13537.84,12,8608.82,OEM
2023-06-22,Safety Sensor Array,Automation,Poland,3015.57,14,1277.15,Direct Industrial
2023-06-23,Hydraulic Cylinder HC-40,Hydraulics,Germany,13322.88,40,6779.36,OEM
2023-06-23,Hydraulic Cylinder HC-40,Hydraulics,Germany,2569.91,8,1422.67,OEM
2023-06-23,Hydraulic Cylinder HC-40,Hydraulics,South Korea,2014.5,7,1227.29,Distributor
2023-06-23,Conveyor Belt Roller,Components,Mexico,1597.23,67,852.2,Distributor
2023-06-23,Steel Bearing 6205,Components,USA,49.82,12,22.77,Direct Industrial
2023-06-23,Steel Bearing 6205,Components,China,77.24,17,33.33,Distributor
2023-06-23,PLC Controller Unit,Automation,China,23210.72,24,11781.64,Distributor
2023-06-23,PLC Controller Unit,Automation,Germany,31671.69,36,17259.91,OEM
2023-06-23,Industrial Motor 5HP,Motors,Germany,7806.3,12,4118.24,Distributor
2023-06-24,PLC Controller Unit,Automation,Mexico,9081.64,11,4978.27,OEM
2023-06-24,Conveyor Belt Roller,Components,USA,222.07,8,104.48,Distributor
2023-06-24,Industrial Motor 5HP,Motors,Mexico,14006.13,27,8755.97,OEM
2023-06-24,Pneumatic Valve V-200,Hydraulics,USA,3298.78,26,1686.71,Direct Industrial
2023-06-24,Industrial Motor 5HP,Motors,Mexico,5893.9,11,3555.81,Direct Industrial
2023-06-24,Steel Bearing 6205,Components,USA,178.82,49,94.8,Direct Industrial
2023-06-24,Pneumatic Valve V-200,Hydraulics,Germany,957.68,7,490.84,Direct Industrial
2023-06-25,Safety Sensor Array,Automation,South Korea,1997.7,9,895.34,OEM
2023-06-25,Steel Bearing 6205,Components,Germany,87.38,20,38.32,OEM
2023-06-25,Safety Sensor Array,Automation,Poland,5975.54,27,2458.28,Distributor
2023-06-25,Hydraulic Cylinder HC-40,Hydraulics,USA,12411.81,38,6863.11,Distributor
2023-06-25,Pneumatic Valve V-200,Hydraulics,South Korea,3127.38,22,1433.85,OEM
2023-06-25,Steel Bearing 6205,Components,Mexico,124.35,27,50.53,Direct Industrial
2023-06-26,Safety Sensor Array,Automation,Poland,3435.51,16,1516.6,Distributor
2023-06-26,Gearbox Assembly GB-12,Motors,Poland,18117.66,15,10765.03,OEM
2023-06-26,Gearbox Assembly GB-12,Motors,Germany,33617.67,30,20112.23,Direct Industrial
2023-06-26,PLC Controller Unit,Automation,China,54524.45,66,32069.64,Direct Industrial
2023-06-26,Pneumatic Valve V-200,Hydraulics,Poland,1897.56,13,872.31,OEM
2023-06-26,Conveyor Belt Roller,Components,South Korea,330.08,11,143.31,Direct Industrial
2023-06-26,PLC Controller Unit,Automation,Poland,34955.44,42,19811.77,OEM
2023-06-26,Safety Sensor Array,Automation,USA,3755.66,19,1731.95,OEM
2023-06-26,Gearbox Assembly GB-12,Motors,Poland,10260.16,9,5983.1,OEM
2023-06-26,PLC Controller Unit,Automation,Germany,31797.74,35,16983.7,Distributor
2023-06-26,Conveyor Belt Roller,Components,Germany,238.67,8,98.67,Distributor
2023-06-27,Steel Bearing 6205,Components,USA,125.6,33,63.02,Direct Industrial
2023-06-27,Steel Bearing 6205,Components,Poland,36.2,8,15.13,OEM
2023-06-27,Pneumatic Valve V-200,Hydraulics,South Korea,1076.32,8,561.14,Distributor
2023-06-27,Conveyor Belt Roller,Components,USA,284.32,11,139.02,OEM
2023-06-27,Gearbox Assembly GB-12,Motors,South Korea,8815.89,8,5519.16,Direct Industrial
2023-06-27,Hydraulic Cylinder HC-40,Hydraulics,South Korea,9289.6,28,4763.65,OEM
2023-06-27,Gearbox Assembly GB-12,Motors,Poland,13862.57,13,9403.61,OEM
2023-06-28,Pneumatic Valve V-200,Hydraulics,USA,848.78,6,406.7,OEM
2023-06-28,Industrial Motor 5HP,Motors,China,20753.14,34,11326.56,Direct Industrial
2023-06-28,Steel Bearing 6205,Components,South Korea,81.53,22,41.01,OEM
2023-06-28,Conveyor Belt Roller,Components,Mexico,531.71,21,271.9,Distributor
2023-06-28,Pneumatic Valve V-200,Hydraulics,Mexico,3775.08,30,2000.77,Distributor
2023-06-28,Conveyor Belt Roller,Components,Poland,556.96,20,252.93,OEM
2023-06-28,Hydraulic Cylinder HC-40,Hydraulics,South Korea,9988.34,31,5193.05,OEM
2023-06-28,Safety Sensor Array,Automation,Germany,1162.67,6,544.84,Direct Industrial
2023-06-28,Hydraulic Cylinder HC-40,Hydraulics,Germany,1469.28,5,870.46,Distributor
2023-06-28,Safety Sensor Array,Automation,South Korea,8618.6,42,3841.5,Distributor
2023-06-29,Industrial Motor 5HP,Motors,USA,11127.5,21,7423.4,Direct Industrial
2023-06-29,PLC Controller Unit,Automation,Mexico,13994.84,17,8104.41,Distributor
2023-06-29,Gearbox Assembly GB-12,Motors,Germany,15568.85,13,9173.67,Distributor
2023-06-29,Gearbox Assembly GB-12,Motors,South Korea,18805.49,16,10665.34,Distributor
2023-06-30,Safety Sensor Array,Automation,Poland,3622.53,17,1534.31,Direct Industrial
2023-06-30,PLC Controller Unit,Automation,China,24746.98,32,15073.83,Distributor
2023-06-30,Safety Sensor Array,Automation,South Korea,5323.94,25,2322.69,Distributor
2023-06-30,Industrial Motor 5HP,Motors,USA,10207.88,18,6278.4,OEM
2023-06-30,Gearbox Assembly GB-12,Motors,Mexico,28484.6,23,15577.9,Distributor
2023-06-30,Industrial Motor 5HP,Motors,China,16763.7,30,10555.55,OEM
2023-07-01,Pneumatic Valve V-200,Hydraulics,USA,3066.44,23,1487.87,OEM
2023-07-01,Hydraulic Cylinder HC-40,Hydraulics,Germany,8871.73,27,4493.12,OEM
2023-07-01,Conveyor Belt Roller,Components,Poland,634.91,25,308.06,OEM
2023-07-01,Safety Sensor Array,Automation,South Korea,1459.74,7,658.54,OEM
2023-07-01,Gearbox Assembly GB-12,Motors,China,38592.26,36,25886.32,OEM
2023-07-01,Gearbox Assembly GB-12,Motors,Poland,48853.23,36,23629.83,Distributor
2023-07-01,PLC Controller Unit,Automation,China,25702.46,29,13921.78,Direct Industrial
2023-07-02,Safety Sensor Array,Automation,Germany,1293.81,7,643.98,Direct Industrial
